,¼±¼ö,G,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2Å¸,3Å¸,È¨·±,·çÅ¸,Å¸Á¡,µµ·ç,µµ½Ç,º¼³Ý,»ç±¸,°í4,»ïÁø,º´»ì,ÈñÅ¸,Èñºñ,Å¸À²,Ãâ·ç,ÀåÅ¸,OPS,wOBA,wRC+,WAR+,WPA
488,±èÈ¸¼º19ÇÑ1B,58,117,104,7,24,4,0,3,37,18,2,1,11,0,0,24,1,1,1,.231,.302,.356,.658,.303,82.2,0.17,0.16
489,Àå¿µ¼®18³Ø1B,93,221,196,24,44,15,0,7,80,25,1,0,23,2,0,61,2,0,0,.224,.312,.408,.720,.317,79.8,0.16,-0.60
490,ÇÑ¼®Çö21LLF,16,26,21,5,6,2,1,0,10,1,2,0,3,1,0,7,1,0,1,.286,.385,.476,.861,.390,132.9,0.15,-0.15
491,±¹ÇØ¼º18µÎRF,14,28,24,4,8,3,0,0,11,1,1,0,3,1,0,5,1,0,0,.333,.429,.458,.887,.402,136.6,0.15,-0.01
492,ÃÖÁ¤¹Î21KLF,27,8,6,5,3,0,0,0,3,1,2,3,1,1,0,1,1,0,0,.500,.625,.500,1.125,.548,233.7,0.15,-0.16
493,º¯»ó±Ç20Å°CF,35,64,62,7,17,5,0,1,25,16,0,0,1,0,0,20,2,0,1,.274,.281,.403,.685,.305,77.5,0.15,0.15
494,±èÂùÇü21NS3B,61,104,88,11,20,5,0,1,28,4,0,0,9,2,0,22,1,5,0,.227,.313,.318,.631,.291,65.3,0.15,-0.29
495,ÀÌ¼º±Ô19»ï3B,16,46,43,3,11,2,0,2,19,7,1,1,2,1,0,16,1,0,0,.256,.304,.442,.746,.339,100.0,0.15,-0.01
496,¹é¿ëÈ¯18KC,34,57,47,7,13,1,0,0,14,4,0,1,9,0,0,15,3,1,0,.277,.393,.298,.691,.330,88.3,0.14,0.19
497,±èÁöÂù20»ï2B,134,286,253,47,59,5,1,1,69,13,21,4,24,2,0,43,1,5,2,.233,.303,.273,.575,.273,53.8,0.14,-1.61
498,Á¤ÁÖÇö20L2B,132,367,324,50,81,10,4,4,111,30,8,7,29,3,0,63,6,9,2,.250,.316,.343,.658,.300,73.2,0.14,-0.47
499,¹ÚÁ¤Çö20ÇÑSS,30,64,61,6,17,3,0,1,23,9,0,0,3,0,0,17,2,0,0,.279,.313,.377,.690,.317,84.3,0.14,-0.05
500,±èÀçÇö19SCF,83,49,42,29,12,2,1,0,16,2,13,6,4,0,0,11,0,3,0,.286,.348,.381,.729,.320,,0.13,0.45
501,ÀÌº´±Ô21·Ô,29,43,34,4,8,0,0,0,8,4,0,0,8,1,0,14,2,0,0,.235,.395,.235,.631,.333,,0.13,-0.01
502,±èÀº¼º20Å°2B,16,6,4,0,2,0,0,0,2,0,0,0,1,1,0,1,1,0,0,.500,.667,.500,1.167,.563,,0.13,-0.18
503,Àå½ÂÇö20µÎC,23,22,20,5,5,3,0,0,8,3,0,0,1,1,0,6,2,0,0,.250,.318,.400,.718,.329,,0.12,0.07
504,Á¶¼öÇà18µÎCF,119,198,183,35,51,6,4,1,68,17,9,0,9,0,0,33,4,5,1,.279,.311,.372,.683,.297,,0.12,-0.02
505,¼ÛÁØ¼®20»ïRF,32,50,47,5,13,5,0,1,21,7,0,0,2,1,0,6,4,0,0,.277,.320,.447,.767,.345,,0.12,0.19
506,Á¤¹ü¸ð19NC,25,45,40,4,9,1,0,2,16,4,1,1,3,0,0,15,0,2,0,.225,.279,.400,.679,.296,,0.12,0.68
507,ÃÖÀ±¼®19ÇÑSS,7,15,12,3,3,0,0,0,3,1,0,0,3,0,0,4,0,0,0,.250,.400,.250,.650,.333,,0.11,-0.05
508,ÇãÀÏ19·ÔCF,71,162,149,14,38,4,0,1,45,17,2,1,12,1,0,28,1,0,0,.255,.315,.302,.617,.296,,0.11,0.12
509,±èÀÎÅÂ18µÎRF,46,109,95,16,25,7,0,1,35,10,0,0,12,0,0,26,0,1,1,.263,.343,.368,.711,.320,,0.11,0.65
510,ÇãµµÈ¯18SC,23,24,22,4,6,0,0,1,9,1,0,0,1,1,0,8,1,0,0,.273,.333,.409,.742,.331,,0.11,0.08
511,ÀÌÁ¤ÈÆ21KDH,41,151,129,14,32,6,0,2,44,14,0,0,19,3,0,33,3,0,0,.248,.358,.341,.699,.340,,0.11,-0.52
512,ÀÌÁø¿µ20K,32,27,22,4,5,1,0,0,6,5,1,0,5,0,0,9,1,0,0,.227,.370,.273,.643,.323,,0.10,-0.01
513,±èÈ£Àº20L1B,67,108,99,12,25,5,0,2,36,11,0,0,7,2,0,13,2,0,0,.253,.315,.364,.679,.315,,0.10,0.83
514,ÀÌº´ÈÖ19µÎ2B,21,12,12,6,3,0,0,0,3,1,5,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.236,,0.10,-0.04
515,±èµµÈ¯19»ïC,61,106,93,7,19,6,0,2,31,7,0,0,8,0,0,36,0,4,1,.204,.265,.333,.598,.266,,0.10,-0.44
516,¹ÚÇÑÀÌ19»ïDH,30,85,74,6,19,3,0,2,28,13,0,0,9,0,0,17,0,1,1,.257,.333,.378,.712,.327,,0.10,0.32
517,ÀÓÀçÇö19SRF,6,3,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,.667,.667,.667,1.333,.630,,0.10,-0.01
518,È«ÀçÈ£18K2B,56,87,76,16,20,6,0,1,29,9,0,0,8,0,0,12,2,3,0,.263,.333,.382,.715,.311,,0.10,-0.57
519,¹ÚÇå¿í18NCF,10,23,22,1,6,2,0,1,11,3,1,0,1,0,0,5,1,0,0,.273,.304,.500,.804,.340,,0.10,-0.10
520,Á¤¹ü¸ð21NC,19,23,19,2,4,1,0,1,8,5,0,0,2,1,0,4,2,1,0,.211,.318,.421,.739,.327,,0.09,-0.14
521,Áö¼ºÁØ20·ÔC,3,11,8,0,2,0,0,0,2,2,0,0,3,0,0,4,0,0,0,.250,.455,.250,.705,.371,,0.09,0.16
522,ÃÖÁØ¼®18NDH,93,179,153,7,39,3,0,4,54,24,0,0,24,0,0,41,6,0,2,.255,.352,.353,.705,.324,,0.09,-0.11
523,¼Õ¼ººó21·ÔC,6,9,7,1,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,.286,.444,.286,.730,.377,,0.09,0.05
524,¾ç¿øÇõ18L2B,7,6,5,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,.400,.500,.400,.900,.428,,0.09,-0.02
525,¹ÚÁØÅÂ21Å°RF,21,49,37,9,7,3,0,0,10,4,1,0,10,2,0,11,0,0,0,.189,.388,.270,.658,.341,,0.09,-0.18
526,ÀÌÈï·Ã20µÎSC,49,132,125,6,30,1,0,3,40,20,0,0,6,0,0,29,5,0,1,.240,.273,.320,.593,.273,,0.09,-0.36
527,ÀÌ¿ø¼®21ÇÑCF,11,37,32,5,8,1,0,1,12,4,1,1,2,2,0,12,0,0,1,.250,.324,.375,.699,.328,,0.09,-0.70
528,±èÅÂ¿¬19ÇÑ3B,9,6,4,0,1,1,0,0,2,0,0,0,2,0,0,2,0,0,0,.250,.500,.500,1.000,.460,,0.09,-0.00
529,ÀÌ¼º¿ì20LC,71,84,75,7,18,1,0,3,28,11,0,0,6,0,0,14,3,3,0,.240,.296,.373,.670,.295,,0.09,-0.25
530,½Å¼ºÇö20µÎ,8,7,4,2,1,1,0,0,2,0,0,0,3,0,0,3,0,0,0,.250,.571,.500,1.071,.498,,0.08,0.14
531,Àü¹Î¼ö19L,75,105,95,8,23,7,0,0,30,8,2,1,9,0,0,18,4,1,0,.242,.308,.316,.624,.294,,0.08,-0.03
532,°í½Â¹Î19·Ô2B,30,89,83,7,21,6,2,0,31,6,0,0,4,0,0,16,1,1,1,.253,.284,.373,.658,.296,,0.08,-0.33
533,±èÁÖ¼º21L3B,3,7,6,1,1,0,0,1,4,1,0,0,1,0,0,3,0,0,0,.167,.286,.667,.952,.398,,0.08,-0.29
534,±è¼ºÀ±20»ïLF,9,9,7,1,2,1,0,0,3,0,0,0,1,1,0,1,0,0,0,.286,.444,.429,.873,.414,,0.08,-0.10
535,ÀÌÀÎÇõ19NRF,6,9,8,1,2,0,0,1,5,1,0,0,1,0,0,3,0,0,0,.250,.333,.625,.958,.416,,0.08,-0.05
536,ÀÌ¼º¿ì21LC,11,11,10,0,4,0,0,0,4,2,0,0,0,0,0,0,0,1,0,.400,.400,.400,.800,.348,,0.08,-0.02
537,Àå½ÂÇö18µÎC,20,16,13,2,5,0,0,0,5,1,0,0,1,0,0,2,2,2,0,.385,.429,.385,.813,.333,,0.08,-0.13
538,±èÅÂ±º19NC,18,28,22,0,4,0,0,0,4,1,0,0,4,2,0,8,1,0,0,.182,.357,.182,.539,.292,,0.08,-0.07
539,±è¹Î½Ä20KC,69,237,210,22,52,6,1,2,66,21,0,0,17,2,0,28,3,6,2,.248,.307,.314,.622,.286,,0.07,-0.36
540,¹Ú½Â¿í21K2B,8,6,6,5,2,1,0,0,3,0,1,0,0,0,0,1,0,0,0,.333,.333,.500,.833,.380,,0.07,-0.07
541,½Å¼ºÇö19µÎ1B,35,54,41,9,8,0,0,1,11,6,0,0,10,1,0,14,0,0,2,.195,.352,.268,.620,.308,,0.07,-0.13
542,¿À¼±¿ì20KRF,59,73,67,11,16,0,0,4,28,14,0,0,3,3,0,26,2,0,0,.239,.301,.418,.719,.324,,0.07,-0.13
543,½Å¿ë¼ö20·ÔRF,5,8,7,2,3,0,0,0,3,2,1,1,1,0,0,0,0,0,0,.429,.500,.429,.929,.445,,0.07,0.16
544,¹Ú½Â±Ô21»ïLF,47,69,57,12,11,1,0,3,21,4,1,1,9,2,0,7,3,1,0,.193,.324,.368,.692,.324,,0.07,-0.02
545,±è±âÈ¯20N,4,2,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.500,.500,1.000,1.500,.645,,0.06,0.00
546,¹éµ¿ÈÆ18µÎRF,23,34,27,7,6,2,0,1,11,4,0,0,5,1,0,11,1,0,1,.222,.353,.407,.760,.338,,0.06,-0.07
547,¹ÚÁö±Ô19L2B,10,18,11,2,1,0,0,0,1,1,0,0,4,2,0,7,0,1,0,.091,.412,.091,.503,.296,,0.06,0.11
548,ÇãÀÏ18·ÔRF,9,15,14,1,5,0,0,0,5,0,0,0,1,0,0,2,0,0,0,.357,.400,.357,.757,.355,,0.06,-0.20
549,³ªÁö¿Ï19KDH,56,153,129,12,24,5,0,6,47,17,0,0,19,3,1,37,3,0,2,.186,.301,.364,.665,.306,,0.06,-0.70
550,¼­¿¹ÀÏ20µÎ3B,39,29,25,4,6,2,0,0,8,1,0,0,3,0,0,7,0,0,1,.240,.310,.320,.630,.295,,0.06,0.09
551,À¯¼­ÁØ20SSS,28,25,24,10,6,1,0,1,10,2,1,1,1,0,0,7,2,0,0,.250,.280,.417,.697,.310,,0.06,-0.11
552,Á¤¼öºó21µÎCF,62,167,147,18,32,5,2,1,44,21,7,6,18,0,0,29,5,1,1,.218,.301,.299,.601,.289,,0.05,-0.63
553,·ù½ÂÇö19K1B,57,163,150,14,38,8,1,0,48,14,3,2,9,4,0,29,3,0,0,.253,.313,.320,.633,.301,,0.05,-0.12
554,±è¹®È£20ÇÑ1B,18,52,46,6,10,1,0,2,17,5,0,0,5,1,0,11,1,0,0,.217,.308,.370,.677,.312,,0.05,0.17
555,³²ÅÂÇõ21SDH,6,11,10,1,3,1,0,0,4,2,0,0,1,0,0,4,1,0,0,.300,.364,.400,.764,.361,,0.05,-0.06
556,ÀÌ¿ì¼º19NKLF,60,168,151,19,33,4,0,6,55,22,0,0,12,2,0,40,3,1,2,.219,.281,.364,.646,.295,,0.05,-0.98
557,ÀÓÁö¿­20Å°,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,.942,,0.05,0.00
558,±è¹Î¼ö20·Ô3B,3,10,8,1,2,0,0,0,2,0,1,0,2,0,0,4,0,0,0,.250,.400,.250,.650,.335,,0.04,0.08
559,ÇÏÁÖ¼®19ÇÑSS,5,20,19,3,5,2,0,0,7,2,0,0,0,0,0,4,1,1,0,.263,.263,.368,.632,.273,,0.04,-0.51
560,Àü¹Î¼ö21N,44,59,53,5,14,3,0,1,20,6,0,0,6,0,0,11,0,0,0,.264,.339,.377,.716,.339,,0.04,0.16
561,Æä·¹Áî21ÇÑ1B,24,102,93,8,23,6,0,3,38,16,1,2,6,1,0,23,2,0,2,.247,.294,.409,.703,.320,,0.04,0.05
562,±èÀç¼º19LC,3,7,5,0,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,.200,.429,.200,.629,.341,,0.04,0.07
563,°­Çö¿ì20KC,26,32,30,2,6,2,0,1,11,3,0,0,2,0,0,11,1,0,0,.200,.250,.367,.617,.276,,0.04,0.02
564,½Åº»±â20·Ô3B,81,123,106,18,23,1,0,2,30,12,1,0,14,1,0,22,3,1,1,.217,.312,.283,.595,.285,,0.04,-0.30
565,ÃÖ½ÂÁØ20ÇÑ1B,2,4,3,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,.333,.500,.333,.833,.426,,0.04,0.07
566,±è»ó¼ö21»ï2B,99,382,325,35,76,10,1,1,91,27,3,1,43,3,0,38,7,8,3,.234,.326,.280,.606,.294,,0.04,-1.19
567,ÇÑÁØ¼ö19KC,7,20,20,2,6,2,0,0,8,2,0,0,0,0,0,2,2,0,0,.300,.300,.400,.700,.321,,0.04,-0.07
568,ÀåÁØ¿ø20L3B,44,66,58,9,13,3,0,1,19,6,0,0,6,0,0,7,2,1,1,.224,.292,.328,.620,.283,,0.04,0.00
569,Çã°üÈ¸20ÇÑC,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.471,,0.04,-0.04
570,¾çÁ¾¹Î18µÎ2B,21,15,14,5,4,0,1,0,6,1,0,0,1,0,0,5,1,0,0,.286,.333,.429,.762,.334,,0.04,-0.05
571,±èÁÖÂù20K1B,7,18,18,3,6,0,0,1,9,2,0,1,0,0,0,2,2,0,0,.333,.333,.500,.833,.371,,0.04,-0.38
572,¼ÛÁØ¼®21»ïLF,19,55,51,5,12,2,0,2,20,4,0,0,3,1,0,13,1,0,0,.235,.291,.392,.683,.316,,0.04,-0.22
573,ÃÖ½ÂÁØ18SDH,27,79,72,5,18,3,0,4,33,11,0,0,6,1,0,25,3,0,0,.250,.317,.458,.775,.334,,0.03,0.60
574,±èÇö¹Î20ÇÑ2B,4,5,5,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,.400,.400,.400,.800,.377,,0.03,-0.02
575,Ã¤Çö¿ì19S,9,1,1,2,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.03,0.04
576,µµÅÂÈÆ18N3B,26,42,35,5,8,0,0,1,11,5,0,0,5,2,0,5,0,0,0,.229,.357,.314,.671,.320,,0.03,0.05
577,±èÁ¾´ö18³ØC,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,.460,,0.03,-0.00
578,ÀÌÇÐÁÖ21»ïSS,63,168,149,17,32,8,0,4,52,20,2,2,14,1,0,59,3,4,0,.215,.287,.349,.636,.292,,0.03,-0.11
579,¿¹Áø¿ø19Å°LF,2,8,6,1,1,1,0,0,2,1,0,0,2,0,0,3,0,0,0,.167,.375,.333,.708,.345,,0.03,0.07
580,ÃÖ¿øÁ¦18»ï1B,8,13,11,1,3,0,0,0,3,0,0,0,1,1,0,5,0,0,0,.273,.385,.273,.657,.326,,0.03,-0.06
581,¾È»óÇö18S,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,.460,,0.03,0.00
582,ÀÌÁØ¼ö19KC,32,49,36,3,7,1,0,0,8,3,0,0,9,1,0,11,1,3,0,.194,.370,.222,.592,.290,,0.03,-0.04
583,ÀÌµ¿ÈÆ19ÇÑLF,14,31,31,3,9,1,0,0,10,4,3,0,0,0,0,8,1,0,0,.290,.290,.323,.613,.286,,0.02,0.05
584,°íÁ¾¿í21SLF,69,171,156,20,44,5,0,1,52,14,2,3,13,0,0,25,6,0,2,.282,.333,.333,.667,.320,,0.02,0.17
585,±Ç¹Î¼®20µÎ3B,53,53,46,6,13,2,0,0,15,7,1,0,3,0,0,13,0,2,2,.283,.314,.326,.640,.286,,0.02,-0.39
586,±è¿õºó19Å°3B,4,11,11,1,3,1,0,0,4,3,0,0,0,0,0,2,2,0,0,.273,.273,.364,.636,.292,,0.02,0.11
587,±ÇÇõ°æ21KC,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,.000,.000,.000,.000,.000,,0.02,-0.06
588,±Ç¹Î¼®21µÎ2B,32,15,14,8,3,2,0,0,5,1,0,0,1,0,0,7,0,0,0,.214,.267,.357,.624,.289,,0.02,-0.20
589,±èÃ¢Æò20S2B,35,90,78,10,15,4,1,0,21,7,7,0,11,0,0,16,2,0,1,.192,.289,.269,.558,.269,,0.02,0.26
590,±è¼ºÈÆ18»ï2B,110,212,185,24,45,9,3,0,60,24,12,6,16,6,0,23,2,3,2,.243,.321,.324,.645,.294,,0.02,0.12
591,È«Ã¢±â19LCF,23,25,23,3,5,2,0,0,7,0,2,0,1,1,0,12,1,0,0,.217,.280,.304,.584,.278,,0.02,-0.07
592,°­·ÎÇÑ20·ÔCF,16,26,21,6,4,0,0,0,4,1,2,1,4,1,0,6,0,0,0,.190,.346,.190,.537,.287,,0.02,0.17
593,¼ÛÁØ¼®18»ï,4,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.307,,0.02,-0.00
594,ÀÌÁ¤ÈÆ19KC,7,15,14,0,4,1,0,0,5,3,0,0,0,0,0,1,2,0,1,.286,.267,.357,.624,.277,,0.02,-0.10
595,ÀÌ¹üÈ£19K,19,31,26,1,6,1,0,1,10,5,0,0,3,0,0,3,1,0,2,.231,.290,.385,.675,.301,,0.02,-0.29
596,±ÇÁ¤¿õ20»ïC,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.500,.000,.500,.366,,0.02,0.00
597,°íÁ¾¿í20SLF,90,283,268,24,76,9,3,3,100,26,1,3,13,1,0,54,3,0,1,.284,.318,.373,.691,.318,,0.02,-0.42
598,Á¤ÁÖÇö19L2B,129,425,376,53,87,19,2,2,116,27,15,6,31,1,0,91,10,16,1,.231,.291,.309,.600,.273,,0.01,-0.98
599,¾çÂù¿­20µÎRF,17,26,22,5,5,0,0,0,5,3,0,0,3,1,0,2,0,0,0,.227,.346,.227,.573,.295,,0.01,-0.00
600,Àü¹Î¼ö20LRF,2,5,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,,,,0.01,-0.09
601,ÃÖ¼±È£19»ïLF,17,8,6,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,,,,,,,0.01,0.02
602,Á¤º¸±Ù21·ÔC,10,18,17,0,5,0,0,0,5,0,0,1,1,0,0,2,1,0,0,,,,,,,0.01,-0.29
603,¹è¼º±Ù21·ÔSS,53,83,71,13,14,2,0,1,19,7,1,0,11,0,0,30,1,1,0,,,,,,,0.01,-0.32
604,¿ÀÁØÇõ19S,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.01,-0.00
605,½Å¹ÎÀç21L2B,26,23,19,5,3,0,0,0,3,2,1,1,4,0,0,3,0,0,0,,,,,,,0.01,-0.30
606,±èÂùÇü18NSS,63,160,142,24,33,5,0,1,41,9,4,1,8,8,0,28,1,1,1,,,,,,,0.01,-0.52
607,±èÀº¼º21Å°LF,6,18,18,1,5,3,0,0,8,2,0,0,0,0,0,6,0,0,0,,,,,,,0.01,-0.05
608,ÀÌ¼®ÈÆ19·ÔCF,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,0.01,-0.07
609,¹Ú¹Î20K3B,6,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,0.01,-0.01
610,±è¹ÎÇÏ21ÇÑRF,46,142,115,14,24,4,1,1,33,17,6,3,17,8,0,36,3,0,2,,,,,,,0.01,-0.49
611,Á¤º´°ï19µÎ2B,20,31,27,6,5,1,0,0,6,4,0,0,2,2,0,4,2,0,0,,,,,,,0.01,-0.40
612,¹ÚÀ¯¿¬19µÎC,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.01,-0.01
613,±èÀçÇö18»ïSS,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.01,0.00
614,ÀÌÃµ¿õ21LCF,68,211,181,20,36,7,0,2,49,16,3,2,25,3,0,23,11,1,1,,,,,,,0.01,-0.82
615,±èº´ÈÖ21Å°2B,12,11,10,5,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,,,,,,,0.01,-0.05
616,±èÁÖÇö21·ÔDH,5,11,10,0,3,0,0,0,3,0,0,0,1,0,0,2,0,0,0,,,,,,,0.01,-0.17
617,±è¹Î¼ö19·Ô3B,11,37,34,0,8,3,0,0,11,1,0,0,1,2,0,14,2,0,0,,,,,,,0.00,-0.28
618,È²°æÅÂ21µÎ2B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00
619,³ª¿øÅ¹21·Ô,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.00
620,¹Ú»ó¾ð19ÇÑ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00
621,¼­Áø¿ë21SP,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.02
622,¹®°æÂù19K,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.00
623,ÇíÅÍ18KP,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.02
624,±èÃ¶È£18N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00
625,±èÁø¿í20ÇÑP,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00
626,ÀÌ´ëÇü18K,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.00
627,±èÁ¤ÈÄ18µÎP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.05
628,À¯½ÂÃ¶18KP,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00
629,ÀÌ¹ÎÈ£18NP,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.01
630,°í¿µÇ¥21KP,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,0.00,0.00
631,±èÁö¼ö19Å°3B,69,32,30,3,8,2,0,0,10,3,0,0,2,0,0,7,1,0,0,,,,,,,0.00,-0.05
632,¿ÀÀåÇÑ21N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00
633,ÀÌÀÎÇõ18N,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,-0.00
634,±è±â¿¬18LC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
635,¹ÚÁöÈÆ21µÎ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
636,ÃÖÀ±¼®18ÇÑSS,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,0.00,0.03
637,Çö¿øÈ¸20SC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
638,±èº´ÈÖ20Å°DH,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,0.00,0.00
639,¹ÚÁ¤À½20Å°CF,84,47,43,20,8,0,1,0,10,2,9,1,2,2,0,14,0,0,0,,,,,,,0.00,-0.14
640,Àü¹ÎÀç19µÎ3B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
641,±èÁö¼º18K3B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
642,¹Ú½Ã¿µ19·ÔP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
643,±è½ÂÈ¸19µÎ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
644,ÀÌ½ÂÁø19S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
645,¾ç¿øÇõ19L,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
646,¹Ú°üÁø21Å°,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
647,±èÅÂ±Õ21ÇÑ1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
648,½Åº´·ü18KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
649,±èÅÂÇö21NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
650,±èÁø¼ö21LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
651,ÀÓÇöÁØ20»ïP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
652,°­À±±¸18NP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
653,±èÀ±µ¿18KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
654,ÀÌµ¿°É18ÇÑP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
655,ÀÌ¿µÇÏ20µÎP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
656,³²È£20LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
657,Á¤¿ì¿µ19LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
658,±èÅÂÈÆ21SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
659,±èÀ±¼ö21»ïP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
660,ÀÌ¿ëÂù21NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
661,¹ÚÁ¾ÈÆ20SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
662,ÀÓ±âÁØ18KP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
663,±è»çÀ²18KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
664,±è¼¼Çö18KP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
